timestamp,sensor_id,frecuencia_Hz,tipo_onda,ruido_db,aceleración_g_t-5s,aceleración_g
2025-06-25 12:08:45,S001,1.71,S,40.2,0.0402,0.0412
2025-06-25 12:08:50,S001,1.81,P,32.3,0.0412,0.0407
2025-06-25 12:08:55,S001,1.71,S,31.6,0.0407,0.0412
2025-06-25 12:09:00,S001,1.67,P,31.7,0.0412,0.0408
2025-06-25 12:09:05,S001,1.54,P,40.6,0.0408,0.0409
2025-06-25 12:09:10,S001,1.66,P,38.9,0.0409,0.0397
2025-06-25 12:09:15,S001,0.85,S,30.7,0.0397,0.0386
2025-06-25 12:09:20,S001,1.78,S,36.4,0.0386,0.0385
2025-06-25 12:09:25,S001,1.67,P,30.2,0.0385,0.0389
2025-06-25 12:09:30,S001,1.68,P,32.1,0.0389,0.0376
2025-06-25 12:09:35,S001,1.42,S,37.2,0.0376,0.0368
2025-06-25 12:09:40,S001,0.96,S,33.8,0.0368,0.0383
2025-06-25 12:09:45,S001,1.45,P,35.9,0.0383,0.0391
2025-06-25 12:09:50,S001,1.52,P,31.3,0.0391,0.0395
2025-06-25 12:09:55,S001,1.62,Surface,44.2,0.0395,0.0413
2025-06-25 12:10:00,S001,1.48,P,37.7,0.0413,0.0412
2025-06-25 12:10:05,S001,1.8,P,32.1,0.0412,0.0421
2025-06-25 12:10:10,S001,1.38,S,35.7,0.0421,0.0418
2025-06-25 12:10:15,S001,2.03,P,31.6,0.0418,0.0419
2025-06-25 12:10:20,S001,2.23,S,39.3,0.0419,0.0395
2025-06-25 12:10:25,S001,1.74,Surface,38.0,0.0395,0.0399
2025-06-25 12:10:30,S001,1.61,S,37.8,0.0399,0.0397
2025-06-25 12:10:35,S001,1.33,S,29.1,0.0397,0.0402
2025-06-25 12:10:40,S001,1.36,S,37.1,0.0402,0.041
2025-06-25 12:10:45,S001,1.65,P,38.1,0.041,0.04
2025-06-25 12:10:50,S001,1.03,P,35.5,0.04,0.0402
2025-06-25 12:10:55,S001,1.04,P,39.7,0.0402,0.041
2025-06-25 12:11:00,S001,1.03,P,40.7,0.041,0.0388
2025-06-25 12:11:05,S001,1.66,P,32.9,0.0388,0.041
2025-06-25 12:11:10,S001,1.99,Surface,37.4,0.041,0.0419
2025-06-25 12:11:15,S001,2.07,S,30.9,0.0419,0.0422
2025-06-25 12:11:20,S001,1.9,P,34.2,0.0422,0.0426
2025-06-25 12:11:25,S001,1.49,S,30.8,0.0426,0.0431
2025-06-25 12:11:30,S001,1.17,P,38.5,0.0431,0.0429
2025-06-25 12:11:35,S001,2.15,S,37.1,0.0429,0.0429
2025-06-25 12:11:40,S001,1.56,P,34.5,0.0429,0.0432
2025-06-25 12:11:45,S001,1.33,S,21.2,0.0432,0.0462
2025-06-25 12:11:50,S001,1.21,S,34.6,0.0462,0.0448
2025-06-25 12:11:55,S001,1.26,P,41.6,0.0448,0.0422
2025-06-25 12:12:00,S001,1.32,S,34.9,0.0422,0.0433
2025-06-25 12:12:05,S001,0.99,S,34.8,0.0433,0.043
2025-06-25 12:12:10,S001,1.48,S,29.4,0.043,0.0437
2025-06-25 12:12:15,S001,1.54,P,33.0,0.0437,0.0441
2025-06-25 12:12:20,S001,1.6,P,33.2,0.0441,0.046
2025-06-25 12:12:25,S001,1.31,S,34.9,0.046,0.0456
2025-06-25 12:12:30,S001,1.77,S,35.7,0.0456,0.0449
2025-06-25 12:12:35,S001,1.39,S,38.8,0.0449,0.0454
2025-06-25 12:12:40,S001,1.76,P,29.8,0.0454,0.0454
2025-06-25 12:12:45,S001,1.49,P,27.8,0.0454,0.0464
2025-06-25 12:12:50,S001,1.4,P,28.2,0.0464,0.0454
2025-06-25 12:12:55,S001,1.71,P,39.6,0.0454,0.0462
2025-06-25 12:13:00,S001,1.14,S,39.9,0.0462,0.0453
2025-06-25 12:13:05,S001,1.47,S,40.0,0.0453,0.0453
2025-06-25 12:13:10,S001,1.52,P,38.4,0.0453,0.0455
2025-06-25 12:13:15,S001,1.47,P,41.1,0.0455,0.0451
2025-06-25 12:13:20,S001,1.97,P,44.3,0.0451,0.0441
2025-06-25 12:13:25,S001,1.69,P,36.8,0.0441,0.0426
2025-06-25 12:13:30,S001,1.94,S,36.2,0.0426,0.0431
2025-06-25 12:13:35,S001,1.86,S,36.6,0.0431,0.0426
2025-06-25 12:13:40,S001,1.32,P,34.6,0.0426,0.041
2025-06-25 12:13:45,S001,1.44,S,27.1,0.041,0.0389
2025-06-25 12:13:50,S001,1.13,S,41.2,0.0389,0.0401
2025-06-25 12:13:55,S001,1.73,P,35.1,0.0401,0.0415
2025-06-25 12:14:00,S001,1.29,P,40.9,0.0415,0.0427
2025-06-25 12:14:05,S001,1.61,Surface,40.3,0.0427,0.0431
2025-06-25 12:14:10,S001,1.09,P,38.8,0.0431,0.0433
2025-06-25 12:14:15,S001,2.29,P,35.4,0.0433,0.0436
2025-06-25 12:14:20,S001,1.3,P,30.6,0.0436,0.0444
2025-06-25 12:14:25,S001,1.71,Surface,39.7,0.0444,0.0435
2025-06-25 12:14:30,S001,0.5,P,35.0,0.0435,0.044
2025-06-25 12:14:35,S001,1.71,P,32.9,0.044,0.0442
2025-06-25 12:14:40,S001,1.96,S,31.5,0.0442,0.0418
2025-06-25 12:14:45,S001,1.56,S,40.4,0.0418,0.0442
2025-06-25 12:14:50,S001,1.84,P,41.7,0.0442,0.0441
2025-06-25 12:14:55,S001,1.61,P,42.8,0.0441,0.0441
2025-06-25 12:15:00,S001,1.85,P,40.6,0.0441,0.0435
2025-06-25 12:15:05,S001,1.67,S,34.8,0.0435,0.0414
2025-06-25 12:15:10,S001,1.38,S,40.6,0.0414,0.0408
2025-06-25 12:15:15,S001,0.97,P,32.8,0.0408,0.0396
2025-06-25 12:15:20,S001,1.42,S,34.4,0.0396,0.0395
2025-06-25 12:15:25,S001,1.51,P,33.7,0.0395,0.0403
2025-06-25 12:15:30,S001,1.58,P,32.9,0.0403,0.0413
2025-06-25 12:15:35,S001,0.96,P,37.8,0.0413,0.0413
2025-06-25 12:15:40,S001,1.05,P,33.2,0.0413,0.0405
2025-06-25 12:15:45,S001,2.3,P,41.1,0.0405,0.0426
2025-06-25 12:15:50,S001,1.51,S,43.0,0.0426,0.0428
2025-06-25 12:15:55,S001,1.77,P,41.8,0.0428,0.0425
2025-06-25 12:16:00,S001,1.29,P,33.6,0.0425,0.0428
2025-06-25 12:16:05,S001,1.23,Surface,35.1,0.0428,0.0405
2025-06-25 12:16:10,S001,2.1,P,39.9,0.0405,0.0415
2025-06-25 12:16:15,S001,1.62,Surface,36.3,0.0415,0.042
2025-06-25 12:16:20,S001,0.59,P,38.5,0.042,0.0427
2025-06-25 12:16:25,S001,0.92,P,34.6,0.0427,0.0443
2025-06-25 12:16:30,S001,2.47,P,33.9,0.0443,0.046
2025-06-25 12:16:35,S001,1.48,P,31.7,0.046,0.0453
2025-06-25 12:16:40,S001,1.42,S,39.5,0.0453,0.0466
2025-06-25 12:16:45,S001,0.81,P,46.7,0.0466,0.0471
2025-06-25 12:16:50,S001,2.25,S,31.3,0.0471,0.0472
2025-06-25 12:16:55,S001,1.23,P,31.0,0.0472,0.0465
2025-06-25 12:17:00,S001,1.34,P,27.5,0.0465,0.0465
2025-06-25 12:17:05,S001,2.11,S,41.1,0.0465,0.046
2025-06-25 12:17:10,S001,1.36,Surface,32.1,0.046,0.0466
2025-06-25 12:17:15,S001,0.98,P,26.3,0.0466,0.0473
2025-06-25 12:17:20,S001,1.58,S,39.2,0.0473,0.048
2025-06-25 12:17:25,S001,1.16,P,36.8,0.048,0.0478
2025-06-25 12:17:30,S001,1.1,P,40.0,0.0478,0.0486
2025-06-25 12:17:35,S001,1.44,P,35.2,0.0486,0.0492
2025-06-25 12:17:40,S001,1.36,P,33.7,0.0492,0.0486
2025-06-25 12:17:45,S001,1.53,P,39.5,0.0486,0.0473
2025-06-25 12:17:50,S001,1.65,P,30.6,0.0473,0.0475
2025-06-25 12:17:55,S001,1.69,S,35.2,0.0475,0.0466
2025-06-25 12:18:00,S001,1.13,S,31.6,0.0466,0.0473
2025-06-25 12:18:05,S001,1.26,S,34.8,0.0473,0.0471
2025-06-25 12:18:10,S001,1.36,Surface,35.2,0.0471,0.0483
2025-06-25 12:18:15,S001,1.23,S,41.3,0.0483,0.0487
2025-06-25 12:18:20,S001,1.45,P,42.2,0.0487,0.0486
2025-06-25 12:18:25,S001,2.2,S,28.7,0.0486,0.0494
2025-06-25 12:18:30,S001,1.36,S,29.1,0.0494,0.0486
2025-06-25 12:18:35,S001,2.03,P,34.8,0.0486,0.0468
2025-06-25 12:18:40,S001,1.79,P,43.1,0.0468,0.0467
2025-06-25 12:18:45,S001,1.78,P,29.3,0.0467,0.0473
2025-06-25 12:18:50,S001,1.71,S,36.4,0.0473,0.048
2025-06-25 12:18:55,S001,1.72,P,29.2,0.048,0.0483
2025-06-25 12:19:00,S001,1.33,S,37.2,0.0483,0.0497
2025-06-25 12:19:05,S001,1.55,S,36.3,0.0497,0.0505
2025-06-25 12:19:10,S001,1.3,P,37.8,0.0505,0.0474
2025-06-25 12:19:15,S001,1.77,S,36.2,0.0474,0.0469
2025-06-25 12:19:20,S001,1.04,P,33.4,0.0469,0.0479
2025-06-25 12:19:25,S001,2.52,S,38.4,0.0479,0.0499
2025-06-25 12:19:30,S001,0.91,Surface,43.3,0.0499,0.0489
2025-06-25 12:19:35,S001,1.04,P,31.2,0.0489,0.0486
2025-06-25 12:19:40,S001,1.78,S,37.2,0.0486,0.0477
2025-06-25 12:19:45,S001,1.54,P,31.0,0.0477,0.0485
2025-06-25 12:19:50,S001,1.55,Surface,32.2,0.0485,0.0476
2025-06-25 12:19:55,S001,1.87,S,34.3,0.0476,0.0476
2025-06-25 12:20:00,S001,1.61,P,34.9,0.0476,0.0477
2025-06-25 12:20:05,S001,1.77,S,38.7,0.0477,0.0495
2025-06-25 12:20:10,S001,1.75,P,40.3,0.0495,0.0493
2025-06-25 12:20:15,S001,1.22,P,36.9,0.0493,0.0498
2025-06-25 12:20:20,S001,1.43,P,34.0,0.0498,0.0495
2025-06-25 12:20:25,S001,1.22,S,34.6,0.0495,0.0494
2025-06-25 12:20:30,S001,1.83,S,36.3,0.0494,0.0494
2025-06-25 12:20:35,S001,0.73,P,31.1,0.0494,0.0501
2025-06-25 12:20:40,S001,1.18,P,38.6,0.0501,0.0505
2025-06-25 12:20:45,S001,0.84,P,37.5,0.0505,0.0501
2025-06-25 12:20:50,S001,1.9,P,29.1,0.0501,0.0495
2025-06-25 12:20:55,S001,1.16,P,37.5,0.0495,0.0499
2025-06-25 12:21:00,S001,1.77,P,28.3,0.0499,0.0493
2025-06-25 12:21:05,S001,1.87,P,37.4,0.0493,0.0505
2025-06-25 12:21:10,S001,2.33,P,31.9,0.0505,0.0529
2025-06-25 12:21:15,S001,1.38,P,43.6,0.0529,0.0533
2025-06-25 12:21:20,S001,1.61,S,28.5,0.0533,0.0536
2025-06-25 12:21:25,S001,1.26,P,40.1,0.0536,0.0519
2025-06-25 12:21:30,S001,1.48,P,30.9,0.0519,0.053
2025-06-25 12:21:35,S001,1.78,P,35.2,0.053,0.0535
2025-06-25 12:21:40,S001,1.71,Surface,44.3,0.0535,0.0533
2025-06-25 12:21:45,S001,1.9,P,29.1,0.0533,0.0552
2025-06-25 12:21:50,S001,1.52,P,37.0,0.0552,0.0546
2025-06-25 12:21:55,S001,1.24,Surface,30.9,0.0546,0.0527
2025-06-25 12:22:00,S001,1.27,Surface,36.9,0.0527,0.0532
2025-06-25 12:22:05,S001,1.55,P,43.3,0.0532,0.0513
2025-06-25 12:22:10,S001,1.4,P,39.2,0.0513,0.0504
2025-06-25 12:22:15,S001,1.63,P,37.2,0.0504,0.05
2025-06-25 12:22:20,S001,1.76,Surface,34.1,0.05,0.0484
2025-06-25 12:22:25,S001,1.83,P,38.8,0.0484,0.0497
2025-06-25 12:22:30,S001,1.78,S,32.7,0.0497,0.0492
2025-06-25 12:22:35,S001,1.32,S,37.2,0.0492,0.0487
2025-06-25 12:22:40,S001,1.6,P,38.3,0.0487,0.0493
2025-06-25 12:22:45,S001,1.46,S,34.4,0.0493,0.0499
2025-06-25 12:22:50,S001,1.61,P,38.3,0.0499,0.0499
2025-06-25 12:22:55,S001,1.43,P,32.2,0.0499,0.0496
2025-06-25 12:23:00,S001,1.19,P,37.5,0.0496,0.0487
2025-06-25 12:23:05,S001,1.34,P,43.1,0.0487,0.0477
2025-06-25 12:23:10,S001,1.14,S,34.1,0.0477,0.047
2025-06-25 12:23:15,S001,1.28,S,36.7,0.047,0.0478
2025-06-25 12:23:20,S001,1.54,Surface,29.3,0.0478,0.0483
2025-06-25 12:23:25,S001,1.96,P,39.1,0.0483,0.0492
2025-06-25 12:23:30,S001,0.97,P,32.3,0.0492,0.0498
2025-06-25 12:23:35,S001,1.9,P,30.1,0.0498,0.0501
2025-06-25 12:23:40,S001,1.33,S,34.9,0.0501,0.0499
2025-06-25 12:23:45,S001,1.39,S,41.9,0.0499,0.0502
2025-06-25 12:23:50,S001,1.41,S,47.5,0.0502,0.0475
2025-06-25 12:23:55,S001,1.51,P,31.0,0.0475,0.0489
2025-06-25 12:24:00,S001,1.43,S,31.2,0.0489,0.0503
2025-06-25 12:24:05,S001,1.9,P,28.5,0.0503,0.0503
2025-06-25 12:24:10,S001,1.43,S,38.6,0.0503,0.0492
2025-06-25 12:24:15,S001,2.23,S,37.1,0.0492,0.0492
2025-06-25 12:24:20,S001,2.55,S,29.7,0.0492,0.05
2025-06-25 12:24:25,S001,2.26,S,34.0,0.05,0.0508
2025-06-25 12:24:30,S001,1.82,P,38.3,0.0508,0.0511
2025-06-25 12:24:35,S001,1.41,S,34.2,0.0511,0.0514
2025-06-25 12:24:40,S001,1.37,P,40.7,0.0514,0.0521
2025-06-25 12:24:45,S001,2.12,P,35.0,0.0521,0.0533
2025-06-25 12:24:50,S001,1.45,P,38.2,0.0533,0.0533
2025-06-25 12:24:55,S001,1.91,P,31.5,0.0533,0.0527
2025-06-25 12:25:00,S001,1.44,P,32.1,0.0527,0.0513
2025-06-25 12:25:05,S001,1.91,S,30.9,0.0513,0.0515
2025-06-25 12:25:10,S001,1.86,P,40.0,0.0515,0.0522
2025-06-25 12:25:15,S001,1.86,P,39.1,0.0522,0.053
2025-06-25 12:25:20,S001,1.18,P,36.2,0.053,0.0551
2025-06-25 12:25:25,S001,1.93,P,35.5,0.0551,0.0565
2025-06-25 12:25:30,S001,1.39,S,33.5,0.0565,0.0567
2025-06-25 12:25:35,S001,0.78,Surface,39.1,0.0567,0.0553
2025-06-25 12:25:40,S001,1.34,P,39.5,0.0553,0.0556
2025-06-25 12:25:45,S001,1.45,P,36.5,0.0556,0.0576
2025-06-25 12:25:50,S001,1.63,S,39.0,0.0576,0.0599
2025-06-25 12:25:55,S001,0.5,P,33.9,0.0599,0.0592
2025-06-25 12:26:00,S001,2.17,S,34.9,0.0592,0.0593
2025-06-25 12:26:05,S001,1.27,S,43.2,0.0593,0.0599
2025-06-25 12:26:10,S001,1.36,P,30.0,0.0599,0.0601
2025-06-25 12:26:15,S001,1.85,P,33.8,0.0601,0.0604
2025-06-25 12:26:20,S001,1.52,P,39.0,0.0604,0.0593
2025-06-25 12:26:25,S001,1.81,P,28.4,0.0593,0.059
2025-06-25 12:26:30,S001,0.9,Surface,33.4,0.059,0.0585
2025-06-25 12:26:35,S001,1.41,Surface,33.3,0.0585,0.0599
2025-06-25 12:26:40,S001,1.69,P,34.1,0.0599,0.0583
2025-06-25 12:26:45,S001,0.76,S,32.3,0.0583,0.0591
2025-06-25 12:26:50,S001,1.07,S,36.1,0.0591,0.0586
2025-06-25 12:26:55,S001,0.91,P,31.0,0.0586,0.058
2025-06-25 12:27:00,S001,1.59,S,38.1,0.058,0.0586
2025-06-25 12:27:05,S001,2.09,P,30.2,0.0586,0.0576
2025-06-25 12:27:10,S001,1.56,S,35.8,0.0576,0.0585
2025-06-25 12:27:15,S001,1.89,P,37.1,0.0585,0.0599
2025-06-25 12:27:20,S001,1.15,S,38.1,0.0599,0.0611
2025-06-25 12:27:25,S001,2.02,P,43.5,0.0611,0.0611
2025-06-25 12:27:30,S001,1.07,S,41.4,0.0611,0.0611
2025-06-25 12:27:35,S001,0.75,S,41.5,0.0611,0.0614
2025-06-25 12:27:40,S001,1.41,P,39.2,0.0614,0.0623
2025-06-25 12:27:45,S001,2.34,P,30.7,0.0623,0.0624
2025-06-25 12:27:50,S001,1.35,P,29.1,0.0624,0.0628
2025-06-25 12:27:55,S001,2.07,Surface,44.7,0.0628,0.0649
2025-06-25 12:28:00,S001,0.5,P,39.6,0.0649,0.065
2025-06-25 12:28:05,S001,0.93,Surface,29.1,0.065,0.0658
2025-06-25 12:28:10,S001,1.86,P,35.8,0.0658,0.0659
2025-06-25 12:28:15,S001,1.36,P,34.6,0.0659,0.066
2025-06-25 12:28:20,S001,1.38,P,29.9,0.066,0.0661
2025-06-25 12:28:25,S001,1.11,P,37.0,0.0661,0.068
2025-06-25 12:28:30,S001,1.88,P,34.2,0.068,0.0677
2025-06-25 12:28:35,S001,1.42,P,34.7,0.0677,0.069
2025-06-25 12:28:40,S001,1.23,P,38.1,0.069,0.0694
2025-06-25 12:28:45,S001,1.19,P,36.0,0.0694,0.0703
2025-06-25 12:28:50,S001,2.23,P,26.5,0.0703,0.0713
2025-06-25 12:28:55,S001,1.97,S,22.4,0.0713,0.0709
2025-06-25 12:29:00,S001,1.62,S,32.6,0.0709,0.0713
2025-06-25 12:29:05,S001,1.31,P,30.8,0.0713,0.0726
2025-06-25 12:29:10,S001,2.24,P,33.0,0.0726,0.0713
2025-06-25 12:29:15,S001,1.9,S,35.4,0.0713,0.0721
2025-06-25 12:29:20,S001,1.85,P,37.2,0.0721,0.0717
2025-06-25 12:29:25,S001,2.4,P,35.1,0.0717,0.0718
2025-06-25 12:29:30,S001,1.69,P,37.4,0.0718,0.0728
2025-06-25 12:29:35,S001,2.16,S,33.4,0.0728,0.0743
2025-06-25 12:29:40,S001,1.05,P,34.3,0.0743,0.0755
2025-06-25 12:29:45,S001,0.91,P,42.2,0.0755,0.076
2025-06-25 12:29:50,S001,1.05,P,35.2,0.076,0.0768
2025-06-25 12:29:55,S001,1.81,P,40.3,0.0768,0.076
2025-06-25 12:30:00,S001,1.09,P,37.3,0.076,0.0758
2025-06-25 12:30:05,S001,1.63,Surface,27.6,0.0758,0.0882
2025-06-25 12:30:10,S001,0.97,P,33.5,0.0882,0.0894
2025-06-25 12:30:15,S001,1.35,S,40.0,0.0894,0.0903
2025-06-25 12:30:20,S001,1.1,S,37.3,0.0903,0.0924
2025-06-25 12:30:25,S001,1.35,P,37.0,0.0924,0.0919
2025-06-25 12:30:30,S001,1.3,P,31.2,0.0919,0.0921
2025-06-25 12:30:35,S001,2.04,P,44.1,0.0921,0.0917
2025-06-25 12:30:40,S001,1.91,S,32.1,0.0917,0.0904
2025-06-25 12:30:45,S001,2.06,P,36.0,0.0904,0.0908
2025-06-25 12:30:50,S001,1.37,P,35.3,0.0908,0.092
2025-06-25 12:30:55,S001,2.05,S,39.9,0.092,0.0911
2025-06-25 12:31:00,S001,1.9,P,26.6,0.0911,0.09
2025-06-25 12:31:05,S001,1.87,S,29.1,0.09,0.089
2025-06-25 12:31:10,S001,1.81,Surface,35.3,0.089,0.0879
2025-06-25 12:31:15,S001,1.61,S,34.2,0.0879,0.0886
2025-06-25 12:31:20,S001,1.51,P,38.9,0.0886,0.088
2025-06-25 12:31:25,S001,1.48,S,35.7,0.088,0.0876
2025-06-25 12:31:30,S001,1.82,P,33.3,0.0876,0.0863
2025-06-25 12:31:35,S001,1.0,S,32.9,0.0863,0.0854
2025-06-25 12:31:40,S001,1.81,P,30.4,0.0854,0.0866
2025-06-25 12:31:45,S001,1.94,P,36.7,0.0866,0.0866
2025-06-25 12:31:50,S001,1.77,P,33.2,0.0866,0.0885
2025-06-25 12:31:55,S001,1.77,P,40.4,0.0885,0.0897
2025-06-25 12:32:00,S001,1.62,S,45.1,0.0897,0.0904
2025-06-25 12:32:05,S001,1.22,P,36.5,0.0904,0.0922
